File Version;BWSpec 3.27
Date;2017-08-22 14:46:26
title;ZEWN+LZX
model;BRC112P+BTC261E_512
c code;ZEWN+LZX
operator;
port1;0
baud1;3
pixel_start;0
pixel_end;1844
step;1
units;1
bkcolor;16777215
show_mode;5
data_mode;0
pixel_mode;0
intigration times;150
average number;1
spectrometer_type ;0
yaxis;1
yaxis_min;-0.200000000000045
yaxis_max;0.5
xaxis;0
xaxis_min;0
xaxis_max;1844
irrands_DispWLMin;0
irrands_DispWLMax;0
yaxis_min_6;0
yaxis_max_6;5
irradiance_unit;0
coefs_a0;0
coefs_a1;0
coefs_a2;0
coefs_a3;0
coefs_b0;0
coefs_b1;0
coefs_b2;0
coefs_b3;0
all_data_save;1
select_option;-1
interval_time;1
pixel_num;1845
sel_pixel_start;0
sel_pixel_end;1844
sel_pixel_delta;1
dark_compensate;0
dark_compensate_value_1;0
dark_compensate_value_2;0
dark_compensate_value_3;0
monitor pixel_0;0
monitor pixel_1;0
monitor pixel_2;0
monitor pixel_3;0
monitor pixel_4;0
monitor pixel_5;0
vertical_select_flag;0
vertical_line3;0
vertical_line4;0
vertical_line3_wv;0
vertical_line4_wv;0
vertical_line_flag;0
vertical_line_ratio;0
laser_wavelength;0
overlay_js;0
Relative Intensity Correction Flag;0
combined channel;1
Pixel;Wavelength;Dark;Reference;Raw data #1;Dark Subtracted #1;%TR #1;Absorbance #1;Raw data #2;Dark Subtracted #2;%TR #2;Absorbance #2;Raw data #3;Dark Subtracted #3;%TR #3;Absorbance #3;Lamp FitCurve;Irradiance Ratio;Irradiance_1(W/cm^2/nm);Irradiance_2(W/cm^2/nm);Irradiance_3(W/cm^2/nm)
54;373.24;1202.0400;1971.2400;1813.84;611.8000;79.5372;0.0994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
55;373.67;1209.2400;2073.7200;1890.96;681.7200;78.8590;0.1031;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
56;374.10;1215.8800;2189.0000;1977.68;761.8000;78.2843;0.1063;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
57;374.53;1220.2000;2313.6400;2077.04;856.8400;78.3619;0.1059;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
58;374.97;1230.8400;2446.9200;2185.04;954.2000;78.4652;0.1053;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
59;375.40;1238.0400;2596.4400;2303.84;1065.8000;78.4600;0.1054;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
60;375.83;1253.2400;2766.6000;2439.12;1185.8800;78.3607;0.1059;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
61;376.26;1261.8800;2952.6800;2581.20;1319.3200;78.0293;0.1077;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
62;376.69;1277.0800;3169.0800;2750.96;1473.8800;77.9006;0.1085;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
63;377.12;1293.2400;3402.2000;2929.84;1636.6000;77.6022;0.1101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
64;377.55;1310.0400;3661.2400;3122.24;1812.2000;77.0755;0.1131;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
65;377.98;1335.8000;3932.3600;3334.56;1998.7600;76.9772;0.1136;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
66;378.42;1360.7600;4236.6800;3573.44;2212.6800;76.9382;0.1139;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
67;378.85;1383.4800;4575.4000;3842.52;2459.0400;77.0395;0.1133;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
68;379.28;1413.2400;4938.3600;4122.28;2709.0400;76.8496;0.1144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
69;379.71;1443.6400;5330.4400;4421.32;2977.6800;76.6101;0.1157;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
70;380.14;1479.6400;5764.4400;4759.48;3279.8400;76.5459;0.1161;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
71;380.57;1516.1200;6242.1200;5127.80;3611.6800;76.4215;0.1168;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
72;381.00;1562.2000;6752.5200;5523.72;3961.5200;76.3252;0.1173;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
73;381.43;1613.8000;7308.3600;5951.24;4337.4400;76.1681;0.1182;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
74;381.86;1668.9200;7906.5200;6397.08;4728.1600;75.8009;0.1203;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
75;382.29;1731.4000;8541.4800;6868.20;5136.8000;75.4294;0.1225;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
76;382.72;1800.6000;9215.0800;7376.52;5575.9200;75.2031;0.1238;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
77;383.15;1887.5600;9926.6000;7913.96;6026.4000;74.9642;0.1251;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
78;383.58;1971.4800;10647.0400;8476.92;6505.4400;74.9858;0.1250;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
79;384.01;2051.8800;11389.4400;9065.24;7013.3600;75.1091;0.1243;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
80;384.44;2146.4400;12166.4000;9661.32;7514.8800;74.9991;0.1249;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
81;384.87;2243.4000;12926.0000;10237.12;7993.7200;74.8293;0.1259;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
82;385.30;2350.4400;13723.2000;10840.32;8489.8800;74.6510;0.1270;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
83;385.73;2450.9200;14505.3600;11426.96;8976.0400;74.4625;0.1281;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
84;386.16;2558.5200;15272.4000;12005.32;9446.8000;74.3030;0.1290;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
85;386.59;2669.0800;15999.8800;12579.96;9910.8800;74.3457;0.1287;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
86;387.02;2780.2000;16709.8800;13129.36;10349.1600;74.2957;0.1290;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
87;387.45;2879.4800;17353.8000;13634.80;10755.3200;74.3062;0.1290;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
88;387.88;2977.6400;17948.8400;14100.40;11122.7600;74.2944;0.1290;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
89;388.31;3077.8800;18475.5600;14506.24;11428.3600;74.2213;0.1295;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
90;388.74;3165.7200;18895.8200;14820.20;11654.4800;74.0903;0.1302;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
91;389.17;3253.5600;19316.0800;15134.16;11880.6000;73.9647;0.1310;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
92;389.60;3335.3200;19624.3200;15354.72;12019.4000;73.7884;0.1320;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
93;390.03;3405.1600;19842.4800;15528.40;12123.2400;73.7544;0.1322;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
94;390.45;3459.7200;19984.6400;15648.00;12188.2800;73.7570;0.1322;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
95;390.88;3508.2800;20039.4400;15686.96;12178.6800;73.6711;0.1327;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
96;391.31;3549.7200;20016.5600;15665.60;12115.8800;73.5774;0.1333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
97;391.74;3589.0800;19920.5600;15595.44;12006.3600;73.5167;0.1336;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
98;392.17;3611.4800;19743.6000;15467.04;11855.5600;73.4904;0.1338;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
99;392.60;3629.0000;19500.5600;15285.20;11656.2000;73.4408;0.1341;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
100;393.03;3633.9600;19172.0800;15043.80;11409.8400;73.4313;0.1341;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
101;393.46;3629.9600;18783.2800;14749.48;11119.5200;73.3801;0.1344;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
102;393.89;3611.4000;18333.8400;14405.88;10794.4800;73.3199;0.1348;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
103;394.31;3589.5600;17842.8400;14026.12;10436.5600;73.2222;0.1354;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
104;394.74;3565.7200;17309.2400;13596.44;10030.7200;72.9851;0.1368;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
105;395.17;3532.2800;16715.0000;13137.64;9605.3600;72.8633;0.1375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
106;395.60;3492.7600;16116.5200;12681.60;9188.8400;72.7900;0.1379;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
107;396.03;3447.2400;15453.9600;12171.68;8724.4400;72.6630;0.1387;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
108;396.46;3396.7600;14792.9200;11667.80;8271.0400;72.5774;0.1392;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
109;396.88;3337.4000;14123.8800;11145.92;7808.5200;72.3917;0.1403;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
110;397.31;3270.1200;13456.8800;10600.00;7329.8800;71.9550;0.1429;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
111;397.74;3209.2400;12775.9200;10068.12;6858.8800;71.6955;0.1445;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
112;398.17;3152.4400;12129.2800;9545.64;6393.2000;71.2188;0.1474;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
113;398.60;3085.9600;11493.5200;9042.84;5956.8800;70.8515;0.1497;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
114;399.02;3015.8000;10893.9200;8583.64;5567.8400;70.6747;0.1507;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
115;399.45;2950.5200;10328.4400;8149.48;5198.9600;70.4665;0.1520;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
116;399.88;2887.1600;9809.5600;7751.96;4864.8000;70.2762;0.1532;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
117;400.31;2827.9600;9314.0400;7372.28;4544.3200;70.0627;0.1545;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
118;400.74;2770.5200;8863.2400;7015.56;4245.0400;69.6740;0.1569;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
119;401.16;2719.5600;8437.5600;6682.28;3962.7200;69.3026;0.1593;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
120;401.59;2670.1200;8054.2000;6386.76;3716.6400;69.0302;0.1610;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
121;402.02;2619.4000;7701.9600;6111.96;3492.5600;68.7166;0.1629;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
122;402.44;2564.3600;7376.8400;5849.56;3285.2000;68.2642;0.1658;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
123;402.87;2517.1600;7079.0800;5603.72;3086.5600;67.6592;0.1697;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
124;403.30;2469.1600;6785.4800;5390.28;2921.1200;67.6762;0.1696;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
125;403.73;2428.7600;6527.4800;5190.96;2762.2000;67.3918;0.1714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
126;404.15;2387.0800;6282.1200;5005.68;2618.6000;67.2291;0.1724;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
127;404.58;2339.4800;6045.8800;4824.56;2485.0800;67.0483;0.1736;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
128;405.01;2297.0800;5829.3200;4646.96;2349.8800;66.5266;0.1770;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
129;405.43;2252.0400;5621.1600;4490.40;2238.3600;66.4375;0.1776;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
130;405.86;2208.2800;5416.6800;4334.64;2126.3600;66.2748;0.1787;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
131;406.29;2168.2800;5224.6800;4190.32;2022.0400;66.1576;0.1794;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
132;406.71;2123.1600;5043.9600;4055.20;1932.0400;66.1476;0.1795;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
133;407.14;2081.8000;4863.4000;3917.24;1835.4400;65.9850;0.1806;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
134;407.57;2043.8000;4691.4800;3792.76;1748.9600;66.0563;0.1801;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
135;407.99;2012.4400;4534.0400;3673.72;1661.2800;65.8820;0.1812;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
136;408.42;1976.2800;4390.8400;3568.04;1591.7600;65.9234;0.1810;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
